Date, PlayerID, Country, Action, Info
2014-09-01 12:01:22.166,668,Germany,Try
2014-10-12 13:33:15.024,2810,USA,Level,1
2015-03-24 19:05:45.63,1709,China,View
2014-10-08 14:33:54.345,756,Russia,View
2015-01-21 04:05:11.269,1901,Germany,Try
2014-10-15 19:10:01.119,2570,China,Complete
2015-01-16 17:35:36.249,1791,USA,View
2014-02-03 14:36:32.444,2429,Germany,Buy
2014-06-25 03:54:52.128,2755,China,Complete
2015-07-16 20:31:09.546,1774,China,Level,1
2015-01-24 23:27:05.618,2730,Russia,Buy
2014-06-11 13:49:38.808,2082,Germany,Try
2014-02-27 00:45:18.384,2946,China,Level,1
2015-05-04 12:02:28.715,546,USA,View
2015-10-01 14:38:49.984,629,USA,Try
2015-06-10 17:19:31.811,2996,China,Try
2014-03-22 22:51:34.165,426,Russia,Level,1
2014-01-13 15:48:20.207,179,China,Level,1
2014-04-27 13:37:14.305,6,Russia,Buy
2015-07-28 22:33:04.902,1255,China,Complete
2015-06-02 04:38:09.359,2087,China,Buy
2014-09-20 06:39:42.259,101,Germany,Complete
2014-07-19 17:53:41.241,868,China,View
2014-02-11 22:54:01.476,2790,USA,View
2015-03-19 02:44:17.929,2587,USA,Complete
2014-02-12 00:18:44.114,2354,Germany,Level,1
2015-06-24 03:38:06.889,2686,Germany,Buy
