Date, PlayerID, Package, Price
2014-03-13 17:18:58.401,2716,Package4,4.99
2015-03-01 03:24:18.04,1127,Package6,49.99
2015-03-09 12:00:52.577,185,Package4,4.99
2014-05-31 07:31:01.878,2867,Package4,4.99
2014-07-02 21:24:03.895,1006,Package6,49.99
2015-05-19 01:11:32.597,2139,Package2,1.99
2014-01-22 01:46:06.016,2987,Package4,4.99
2014-09-10 22:34:28.813,2142,Package4,4.99
2015-02-17 15:19:04.149,2026,Package5,9.99
2015-07-17 18:27:44.522,1994,Package3,2.99
2014-01-20 16:50:37.597,1146,Package1,0.99
2015-01-04 04:07:13.01,1022,Package2,1.99
2014-08-16 19:42:40.546,1548,Package2,1.99
2014-03-22 05:04:54.405,2420,Package6,49.99
2014-10-27 07:26:38.595,514,Package6,49.99
2015-12-17 02:02:22.018,345,Package6,49.99
2015-06-03 18:23:11.712,982,Package4,4.99
2014-10-02 04:08:03.711,2982,Package3,2.99
2015-04-16 22:52:44.939,435,Package2,1.99
2015-11-26 14:38:59.899,2265,Package2,1.99
2014-10-19 16:50:41.098,1967,Package5,9.99
2014-08-01 22:10:15.524,2925,Package5,9.99
2015-10-06 17:40:03.394,2728,Package5,9.99
2015-03-07 06:47:32.951,2351,Package3,2.99
2014-10-11 19:57:57.357,2009,Package3,2.99
2014-07-10 01:18:52.321,214,Package1,0.99
2015-11-10 09:48:05.137,197,Package1,0.99
2014-04-16 15:08:04.018,316,Package2,1.99
2014-06-27 12:46:00.292,415,Package5,9.99
2015-04-13 10:37:42.898,2209,Package2,1.99
2015-06-18 18:13:49.288,2558,Package2,1.99
2014-02-12 16:17:35.855,489,Package3,2.99
2015-05-27 16:02:55.464,345,Package5,9.99
2014-05-24 19:09:33.544,1572,Package5,9.99
2014-04-17 03:43:34.7,1217,Package5,9.99
2014-09-21 13:36:21.757,297,Package6,49.99
2014-06-15 11:04:41.742,1116,Package5,9.99
2014-04-26 04:32:31.276,1791,Package5,9.99
2014-11-13 16:54:54.382,2181,Package4,4.99
2014-12-15 05:07:21.512,2104,Package1,0.99
2014-04-14 16:19:52.89,1,Package6,49.99
2014-08-19 09:02:15.388,941,Package6,49.99
2015-08-09 15:20:54.044,1493,Package4,4.99
2015-12-17 08:37:06.627,1942,Package5,9.99
2015-12-03 06:40:12.063,1642,Package6,49.99
2015-06-13 15:22:07.531,2111,Package1,0.99
2015-03-26 12:07:05.43,0,Package4,4.99
2015-09-25 03:10:07.829,1854,Package3,2.99
2014-10-08 19:11:39.399,1876,Package1,0.99
2015-06-16 01:41:13.333,2270,Package6,49.99
2015-01-29 17:37:02.875,1928,Package4,4.99
2015-01-24 13:03:16.053,779,Package6,49.99
2014-03-09 02:21:38.58,217,Package4,4.99
2014-09-16 00:30:12.611,1177,Package2,1.99
2015-08-25 01:39:17.962,2713,Package1,0.99
2015-09-21 00:30:22.831,2182,Package3,2.99
2015-12-02 23:49:33.703,1455,Package2,1.99
2014-12-22 14:23:40.462,2370,Package4,4.99
2014-07-15 03:15:19.111,2782,Package5,9.99
2015-03-20 05:01:49.053,1892,Package5,9.99
2015-06-21 13:49:50.125,866,Package3,2.99
2015-06-07 15:46:27.005,1171,Package5,9.99
2014-02-08 06:04:02.309,1492,Package6,49.99
2015-06-02 20:47:00.81,1953,Package4,4.99
2014-09-13 20:47:39.867,1296,Package4,4.99
2014-08-15 19:00:51.531,1095,Package2,1.99
2015-04-09 06:25:48.96,2265,Package2,1.99
2014-03-12 15:43:05.517,2610,Package6,49.99
2014-04-30 10:09:43.456,974,Package1,0.99
2014-12-10 08:40:50.52,2067,Package2,1.99
2014-06-20 20:44:30.84,2018,Package5,9.99
2014-05-26 02:55:43.453,2965,Package3,2.99
2014-07-02 10:23:10.112,2244,Package3,2.99
2015-06-10 09:37:38.54,330,Package4,4.99
2014-04-17 08:53:45.277,388,Package1,0.99
2015-01-07 23:53:23.56,209,Package3,2.99
2015-04-18 13:18:16.928,571,Package1,0.99
2014-05-25 17:11:09.581,1024,Package5,9.99
2014-04-04 15:09:01.049,872,Package4,4.99
2014-09-13 06:59:16.846,809,Package3,2.99
2014-01-09 14:01:20.453,1053,Package4,4.99
2015-01-21 04:40:01.393,1940,Package1,0.99
2015-01-03 22:54:48.902,2961,Package3,2.99
2014-08-31 11:00:05.18,486,Package2,1.99
2015-02-22 15:46:10.909,1412,Package2,1.99
2015-12-20 14:52:23.314,2119,Package1,0.99
2014-08-24 13:31:46.96,2544,Package5,9.99
2014-01-01 23:54:24.152,2309,Package4,4.99
2015-01-29 08:03:49.41,1876,Package1,0.99
2015-09-03 22:18:45.115,587,Package3,2.99
2014-01-04 07:15:58.087,361,Package6,49.99
2015-05-05 14:37:35.614,805,Package4,4.99
2014-06-17 11:52:19.851,665,Package5,9.99
2015-11-14 23:16:52.423,2670,Package6,49.99
2014-07-29 15:18:30.425,1059,Package1,0.99
2015-04-07 01:04:14.722,1502,Package6,49.99
2014-04-06 09:19:00.783,1795,Package4,4.99
2015-12-06 07:58:13.556,1087,Package6,49.99
2014-02-06 04:40:37.67,1458,Package2,1.99
2015-04-22 06:03:15.826,2951,Package4,4.99
2015-10-28 17:50:01.377,2775,Package5,9.99
2014-05-12 20:14:05.431,1214,Package1,0.99
2015-05-14 05:35:46.216,980,Package2,1.99
2014-01-16 11:24:44.549,2893,Package6,49.99
2014-02-06 01:33:25.887,1347,Package1,0.99
2015-12-07 16:39:06.593,699,Package6,49.99
2014-03-24 12:56:47.68,2812,Package2,1.99
2014-08-20 05:51:43.386,892,Package6,49.99
2014-05-28 16:03:03.565,1822,Package2,1.99
2014-04-17 00:58:20.426,911,Package3,2.99
2014-09-30 06:02:47.992,274,Package4,4.99
2015-03-28 01:54:09.964,1447,Package3,2.99
2015-08-19 04:22:40.144,1729,Package2,1.99
2015-05-07 05:03:37.111,524,Package5,9.99
2015-06-15 02:07:11.03,2039,Package5,9.99
2015-12-15 23:16:32.248,316,Package4,4.99
2015-03-08 10:51:06.357,1433,Package6,49.99
2014-04-16 08:53:42.749,911,Package6,49.99
2015-09-07 08:24:22.239,2329,Package5,9.99
2015-05-30 09:14:08.058,551,Package2,1.99
2014-12-27 21:40:41.42,2127,Package3,2.99
2014-10-26 16:12:06.516,2912,Package1,0.99
2014-08-14 21:59:46.339,2956,Package3,2.99
2014-07-30 17:07:55.599,1506,Package1,0.99
2015-08-16 11:02:49.07,2079,Package5,9.99
2015-03-03 12:44:40.037,1966,Package6,49.99
2015-12-01 05:03:48.774,2081,Package6,49.99
2015-06-16 14:31:05.549,2907,Package6,49.99
2014-12-24 03:06:17.729,2361,Package4,4.99
2015-08-20 15:19:47.1,546,Package6,49.99
2015-11-07 20:17:42.266,2902,Package5,9.99
2014-12-20 16:15:09.622,932,Package5,9.99
2015-01-21 06:35:14.36,299,Package5,9.99
2014-08-21 23:00:57.007,2336,Package5,9.99
2014-08-05 06:54:36.562,50,Package3,2.99
2014-10-15 12:46:59.173,89,Package3,2.99
2015-03-11 11:45:24.595,1784,Package4,4.99
2014-11-21 16:02:19.842,2601,Package3,2.99
2014-07-22 11:47:21.46,1350,Package2,1.99
2015-01-31 21:02:40.657,1644,Package2,1.99
2014-07-10 18:38:44.314,198,Package3,2.99
2015-11-27 12:25:59.8,2748,Package4,4.99
2014-11-29 22:49:20.769,2754,Package5,9.99
2014-10-05 21:07:50.029,2231,Package1,0.99
2014-09-01 11:28:08.652,1130,Package1,0.99
2014-01-15 19:18:57.679,156,Package5,9.99
2015-01-17 02:42:56.228,692,Package4,4.99
2014-06-17 16:08:18.099,2310,Package3,2.99
2015-05-24 02:25:42.581,2259,Package5,9.99
2014-04-06 09:17:03.576,978,Package4,4.99
2014-02-28 11:05:02.202,1776,Package6,49.99
2015-07-27 01:18:55.466,72,Package3,2.99
2015-08-24 18:59:02.27,2750,Package2,1.99
2015-03-03 20:21:57.366,1749,Package4,4.99
2015-06-19 22:47:08.664,834,Package4,4.99
2014-07-23 03:52:35.992,1507,Package3,2.99
2015-06-28 18:02:13.035,1294,Package4,4.99
2014-03-25 00:26:13.689,2307,Package3,2.99
2015-01-17 17:03:16.75,2473,Package3,2.99
2015-04-11 20:35:26.085,1326,Package5,9.99
2015-05-28 10:19:31.876,2426,Package3,2.99
2015-10-15 14:01:17.012,754,Package1,0.99
2014-02-24 05:05:32.681,1970,Package3,2.99
2014-04-28 04:28:01.15,606,Package1,0.99
2014-01-13 16:40:59.705,2116,Package1,0.99
2014-05-10 12:50:51.496,909,Package2,1.99
2014-09-26 03:24:07.043,102,Package4,4.99
2014-04-07 02:37:14.735,2103,Package2,1.99
2015-09-22 14:41:23.098,2714,Package2,1.99
2015-07-11 13:33:03.168,974,Package6,49.99
2014-01-16 10:14:31.86,667,Package1,0.99
2014-05-27 04:36:27.762,1348,Package2,1.99
2015-02-23 17:34:48.597,2216,Package2,1.99
2015-04-05 10:22:08.346,1946,Package2,1.99
2014-06-23 19:12:19.451,2835,Package1,0.99
2014-09-19 16:16:37.099,856,Package4,4.99
2014-01-07 01:09:35.789,490,Package4,4.99
2014-07-13 13:40:30.641,2622,Package1,0.99
2014-05-21 07:00:48.861,1144,Package4,4.99
2015-12-30 16:24:19.318,961,Package6,49.99
2014-03-15 22:48:45.035,2545,Package4,4.99
2014-12-22 22:40:50.289,1913,Package5,9.99
2015-03-23 22:15:01.926,954,Package3,2.99
2015-06-12 22:07:35.911,1072,Package6,49.99
2014-08-06 15:33:46.642,1160,Package5,9.99
2015-12-07 08:36:29.718,1594,Package5,9.99
2015-04-01 17:51:28.166,1366,Package5,9.99
2014-10-21 12:23:24.186,420,Package3,2.99
2015-10-22 13:30:20.157,195,Package1,0.99
2014-03-24 23:08:34.973,1503,Package1,0.99
2015-02-25 00:48:57.145,1196,Package1,0.99
2014-09-12 00:25:44.164,678,Package4,4.99
2015-03-05 04:46:35.712,1708,Package5,9.99
2015-03-08 19:55:50.353,1698,Package2,1.99
2015-02-14 09:33:35.095,1341,Package5,9.99
2015-01-02 18:26:40.532,186,Package6,49.99
2014-08-31 22:36:01.56,1555,Package3,2.99
2014-09-07 20:23:39.971,47,Package5,9.99
2015-06-12 21:16:43.587,27,Package1,0.99
2014-03-07 04:27:03.594,2894,Package1,0.99
2014-01-18 01:48:15.059,2537,Package1,0.99
2015-08-18 05:06:49.761,1243,Package5,9.99
2014-02-27 01:21:32.239,740,Package4,4.99
2014-10-08 10:27:33.322,535,Package2,1.99
2015-02-13 03:33:10.665,2256,Package3,2.99
2015-10-21 00:30:07.967,2299,Package4,4.99
2015-04-25 07:50:21.605,1335,Package3,2.99
2014-01-15 06:54:49.562,2998,Package5,9.99
2014-01-18 12:55:17.487,787,Package4,4.99
2014-02-20 09:30:00.252,152,Package1,0.99
2014-04-02 10:51:30.559,1728,Package5,9.99
2015-03-25 16:31:31.141,316,Package5,9.99
2015-08-13 18:15:45.36,969,Package6,49.99
2014-05-01 16:28:46.905,107,Package1,0.99
2015-07-18 08:41:05.387,1800,Package5,9.99
2014-12-16 19:23:09.424,2223,Package4,4.99
2015-09-29 16:13:07.55,2570,Package5,9.99
2015-02-20 00:33:32.711,2518,Package5,9.99
2015-08-07 22:01:15.822,627,Package1,0.99
2015-05-25 22:28:42.268,732,Package5,9.99
2014-11-29 07:33:00.347,883,Package3,2.99
2015-01-25 13:58:52.892,258,Package3,2.99
2014-08-01 10:53:59.003,2944,Package5,9.99
2014-02-09 16:25:52.828,1770,Package2,1.99
2014-12-07 12:50:29.522,2321,Package1,0.99
2015-11-11 11:13:37.709,2243,Package6,49.99
2015-11-15 03:34:26.479,790,Package1,0.99
2015-12-17 10:36:17.263,510,Package3,2.99
2015-03-27 03:29:28.007,1412,Package4,4.99
2015-12-17 01:59:23.792,2520,Package6,49.99
2015-06-23 10:26:29.46,1622,Package3,2.99
2014-03-05 00:19:32.108,2646,Package3,2.99
2015-12-12 12:14:48.657,1201,Package2,1.99
2014-03-11 07:08:37.558,184,Package3,2.99
2014-08-26 18:07:44.812,1828,Package4,4.99
2015-06-12 17:19:24.57,2536,Package2,1.99
2014-03-26 22:55:26.052,1460,Package3,2.99
2015-02-13 13:18:25.225,690,Package6,49.99
2014-08-07 23:29:06.952,1440,Package4,4.99
2015-02-19 02:09:29.258,1814,Package5,9.99
2014-10-17 12:47:10.04,2241,Package3,2.99
2014-11-16 08:35:57.169,2975,Package1,0.99
2014-04-22 18:20:07.57,2048,Package1,0.99
2014-09-12 11:39:26.85,1813,Package6,49.99
2015-12-12 21:26:13.419,311,Package4,4.99
2015-11-10 07:39:36.435,2150,Package6,49.99
2015-07-30 01:27:34.176,1378,Package5,9.99
2015-01-21 19:07:28.66,2861,Package2,1.99
2014-08-28 02:55:46.175,1676,Package4,4.99
2014-07-09 02:00:13.362,2407,Package6,49.99
2014-12-01 18:22:21.208,745,Package3,2.99
2014-02-16 08:18:13.745,342,Package1,0.99
2015-08-03 11:09:17.354,955,Package4,4.99
2014-04-24 02:14:14.42,2248,Package2,1.99
2014-04-03 08:04:43.812,2600,Package4,4.99
2014-07-21 19:49:42.877,174,Package1,0.99
2014-10-08 20:26:24.935,2651,Package4,4.99
2014-02-13 03:41:31.919,1052,Package1,0.99
2015-06-05 21:06:06.569,2730,Package5,9.99
2014-09-17 01:07:01.136,2267,Package3,2.99
2015-05-25 01:37:54.296,411,Package2,1.99
2014-09-27 06:27:52.773,521,Package1,0.99
2015-03-08 20:41:13.626,222,Package1,0.99
2014-03-01 17:24:00.523,1332,Package6,49.99
2014-03-20 06:48:53.247,256,Package5,9.99
2014-07-15 02:52:38.143,538,Package2,1.99
2015-08-27 05:10:55.739,1208,Package5,9.99
2014-03-05 10:49:11.858,387,Package4,4.99
2015-05-12 11:09:55.098,384,Package4,4.99
2014-02-10 21:50:11.217,2546,Package2,1.99
2014-06-18 02:13:37.295,2526,Package1,0.99
2014-05-10 06:15:03.067,197,Package5,9.99
2014-08-16 22:18:00.828,1556,Package5,9.99
2014-09-12 02:33:31.865,1613,Package3,2.99
2014-04-24 00:28:05.462,2896,Package2,1.99
2014-05-10 00:45:02.099,1882,Package3,2.99
2015-01-25 23:50:41.122,295,Package6,49.99
2014-01-14 19:36:41.51,2965,Package4,4.99
2014-05-05 14:08:45.838,890,Package6,49.99
2014-05-04 02:15:59.373,2924,Package1,0.99
2014-05-11 06:47:59.125,1083,Package4,4.99
2014-11-24 05:12:36.642,2941,Package3,2.99
2014-09-13 04:00:02.539,1011,Package6,49.99
2014-03-01 02:27:40.186,842,Package4,4.99
2015-06-11 19:38:43.209,1524,Package2,1.99
2014-08-16 13:11:19.335,2952,Package2,1.99
2015-07-15 08:32:53.796,426,Package4,4.99
2014-06-09 06:15:50.684,2853,Package1,0.99
2015-02-19 11:59:00.0,969,Package6,49.99
2014-01-03 18:02:52.686,1267,Package5,9.99
2014-03-16 04:54:08.187,500,Package2,1.99
2015-02-23 12:58:40.578,962,Package4,4.99
2015-09-02 00:52:42.294,1420,Package1,0.99
2015-05-17 17:58:26.417,2179,Package5,9.99
2015-07-27 05:54:36.518,84,Package6,49.99
2015-03-14 10:30:40.282,2024,Package6,49.99
2014-09-10 17:54:34.728,660,Package6,49.99
2015-12-13 20:41:49.889,2362,Package2,1.99
2014-03-29 14:29:29.495,2644,Package3,2.99
2015-02-02 05:32:21.178,493,Package5,9.99
2015-01-21 22:19:02.681,1395,Package4,4.99
2014-09-13 15:32:59.808,2042,Package2,1.99
2014-02-11 08:40:23.522,727,Package1,0.99
2014-12-20 12:07:54.409,773,Package6,49.99
2015-06-07 19:28:38.33,1912,Package5,9.99
2015-04-04 18:04:07.599,1926,Package6,49.99
2015-10-28 09:55:33.194,917,Package6,49.99
2015-08-08 23:37:11.954,2286,Package6,49.99
2014-02-22 04:18:04.334,171,Package3,2.99
2014-02-12 02:57:44.334,706,Package6,49.99
2014-09-11 21:00:55.534,431,Package6,49.99
2014-02-19 09:12:20.193,636,Package1,0.99
2015-08-24 00:00:55.319,491,Package5,9.99
2014-01-23 01:15:34.251,1337,Package1,0.99
2014-05-18 23:41:17.866,1725,Package5,9.99
2014-03-18 04:03:29.354,1548,Package2,1.99
2015-10-07 08:08:18.82,998,Package3,2.99
2015-09-23 03:56:05.608,229,Package5,9.99
2014-08-28 05:07:47.027,9,Package2,1.99
2014-10-05 15:22:18.741,533,Package4,4.99
2014-04-12 21:19:32.602,2799,Package2,1.99
2015-05-08 11:17:06.712,922,Package6,49.99
2015-12-17 23:13:44.986,406,Package5,9.99
2015-10-27 19:05:29.668,640,Package6,49.99
2015-06-05 09:07:05.118,2410,Package1,0.99
2014-02-02 02:49:38.187,1830,Package6,49.99
